Chain,Location Number,Location ID,Address,City,State/ Province,Postal Code,Latitude,Longitude,Phone,Tier
Regional,1207,Regional1207,10201 FAIRWAY DRIVE,ROSEVILLE,CA,95678,38.7888550,-121.2804950,,C
Regional,1510,Regional1510,26415 BOUQUET CANYON ROAD,SANTA CLARITA,CA,91350,34.4265940,-118.5402310,,C
Regional,1540,Regional1540,7840 GREENBACK LANE,CITRUS HEIGHTS,CA,95610,38.6774650,-121.2737040,,C
Regional,1541,Regional1541,875 SHAW AVENUE,CLOVIS,CA,93612,36.8099630,-119.6985930,,C
Regional,1545,Regional1545,3645 EAST HAMMER LANE,STOCKTON,CA,95212,38.0225020,-121.2699570,,C
Regional,1552,Regional1552,7151 CAMINO ARROYO,GILROY,CA,95020,37.0057790,-121.5542860,,C
Regional,1555,Regional1555,2800 120TH STREET,HAWTHORNE,CA,90250,33.9225330,-118.3244630,,C
Regional,1556,Regional1556,350 SOUTH SANDERSON AVENUE,HEMET,CA,92545,33.7427150,-117.0046080,,C
Regional,1562,Regional1562,1380 SOUTH BEACH BOULEVARD,LA HABRA,CA,90631,33.9136900,-117.9679650,,C
Regional,1574,Regional1574,12400 DAY STREET,MORENO VALLEY,CA,92553,33.9404980,-117.2756170,,C
Regional,1576,Regional1576,24701 MADISON AVENUE,MURRIETA,CA,92562,33.5608470,-117.2064500,,C
Regional,1588,Regional1588,155 OLD GROVE ROAD,OCEANSIDE,CA,92056,33.2306310,-117.3095370,,C
Regional,1591,Regional1591,8600 WASHINGTON BOULEVARD,PICO RIVERA,CA,90660,33.9840590,-118.1023620,,C
Regional,1611,Regional1611,4144 SOUTH MOONEY BOULEVARD,VISALIA,CA,93277,36.2933370,-119.3109870,,C
Regional,1616,Regional1616,151 VISTA VILLAGE DRIVE,VISTA,CA,92083,33.1958840,-117.2481980,,C
Regional,1661,Regional1661,9416 MISSION GORGE ROAD,SANTEE,CA,92071,32.8397980,-116.9924270,,C
Regional,1672,Regional1672,1750 WEST OLIVE AVENUE,MERCED,CA,95348,37.3168320,-120.4968740,,C
Regional,1697,Regional1697,555 GRAND AVENUE,SAN MARCOS,CA,92069,33.1342700,-117.1779350,,C
Regional,1700,Regional1700,16851 SIERRA LAKES PARKWAY,FONTANA,CA,92336,34.1379850,-117.4378610,,C
Regional,1706,Regional1706,1389 S. LOWER SACRAMENTO ROAD,LODI,CA,95242,38.1171830,-121.3088320,,C
Regional,1708,Regional1708,6200 COLONY STREET,BAKERSFIELD,CA,93307,35.2981770,-119.0268760,,C
Regional,1734,Regional1734,500 SOUTH MILLS ROAD,VENTURA,CA,93003,34.2659870,-119.2449000,,C
Regional,1742,Regional1742,2225 OTAY LAKES ROAD,CHULA VISTA,CA,91915,32.6479690,-116.9674470,,C
Regional,1743,Regional1743,1285 MAGNOLIA AVENUE,CORONA,CA,92879,33.8683120,-117.5416090,,C
Regional,1753,Regional1753,8175 WARNER AVENUE,HUNTINGTON BEACH,CA,92647,33.7157630,-117.9869070,7149079006,C
Regional,1756,Regional1756,5550 COTTLE ROAD,SAN JOSE,CA,95123,37.2530020,-121.8021160,4087059900,C
Regional,1852,Regional1852,13500 PAXTON STREET,PACOIMA,CA,91331,34.2731060,-118.4269030,8186864300,C
Regional,1871,Regional1871,401 COLUMBUS PARKWAY,VALLEJO,CA,94591,38.1356850,-122.2063140,7075633040,C
Regional,1872,Regional1872,17789 CASTLETON ST,CITY OF INDUSTRY,CA,91748,33.9939120,-117.9164960,6262171133,C
Regional,1873,Regional1873,19601 W NORDHOFF STREET,NORTHRIDGE,CA,91324,34.2365780,-118.5600980,,C
Regional,1895,Regional1895,43612 PACIFIC COMMONS BLVD,FREMONT,CA,94538,37.5034540,-121.9726030,,C
Regional,1900,Regional1900,26501 ALISO CREEK ROAD,ALISO VIEJO,CA,92656,33.5766540,-117.7234770,,C
Regional,1901,Regional1901,7921 REDWOOD DRIVE,COTATI,CA,94931,38.3338880,-122.7152130,,C
Regional,1926,Regional1926,1200 EAST CYPRESS AVENUE,REDDING,CA,96002,40.5723620,-122.3490260,,C
Regional,1933,Regional1933,935 THARP ROAD,YUBA CITY,CA,95993,39.1395730,-121.6473030,,C
Regional,1941,Regional1941,301 WEST GONZALES ROAD,OXNARD,CA,93036,34.2191930,-119.1795950,8059812330,C
Regional,1971,Regional1971,1275 SIMI TOWN CENTER WAY,SIMI VALLEY,CA,93065,34.2852790,-118.7758680,,C
Regional,1972,Regional1972,19001 GOLDEN VALLEY RD,SANTA CLARITA,CA,91321,34.3961140,-118.4606540,6616784430,C
Regional,1987,Regional1987,29335 CENTRAL AVENUE,LAKE ELSINORE,CA,92532,33.6949930,-117.3377020,,C
Regional,2211,Regional2211,811 EAST ARQUES AVENUE,SUNNYVALE,CA,94085,37.3809600,-122.0116670,,C
Regional,2215,Regional2215,1955 W LACEY BLVD,HANFORD,CA,93230,36.3279770,-119.6726970,5594109000,C
Regional,2227,Regional2227,10342 TRINITY PARKWAY,STOCKTON,CA,95219,38.0490180,-121.3737940,,C
Regional,2268,Regional2268,2700 SKYPARK DRIVE,TORRANCE,CA,90505,33.8030490,-118.3322050,,C
Regional,2270,Regional2270,2390 SOUTH GROVE AVENUE,ONTARIO,CA,91761,34.0321180,-117.6299360,,C
Regional,2273,Regional2273,3750 DUBLIN BLVD,DUBLIN,CA,94568,37.7055130,-121.8750820,9252413082,C
Regional,2278,Regional2278,500 W VANDALIA AVE,PORTERVILLE,CA,93257,36.0540200,-119.0283840,5593065000,C
Regional,2279,Regional2279,120 OLD WARDS FERRY ROAD,SONORA,CA,95370,37.9714810,-120.3686140,2095366400,C
Regional,2294,Regional2294,30472 HAUN RD,MENIFEE,CA,92584,33.6704500,-117.1756970,9517231930,C
Regional,2330,Regional2330,6413 PATS RANCH ROAD,MIRA LOMA,CA,91752,33.9702360,-117.5460580,,C
Regional,2331,Regional2331,2515 PALOMAR AIRPORT RD,CARLSBAD,CA,92008,33.1281980,-117.2680900,7603310195,C
Regional,2334,Regional2334,3303 ENTERTAINMENT WAY,TURLOCK,CA,95380,37.5249690,-120.8840910,,C
Regional,2335,Regional2335,12071 INDUSTRY BLVD,JACKSON,CA,95642,38.3705120,-120.8028140,,C
Regional,2341,Regional2341,3251 ZINFANDEL DR,RANCHO CORDOVA,CA,95670,38.5811940,-121.2843090,9162672850,C
Regional,2424,Regional2424,1601 COLUMBUS STREET,BAKERSFIELD,CA,93305,35.3961010,-118.9735650,,C
Regional,2452,Regional2452,720 DUBUQUE AVE,SOUTH SAN FRANCISCO,CA,94080,37.6582650,-122.4041600,6504521040,C
Regional,2473,Regional2473,1145 E PROSPERITY AVENUE,TULARE,CA,93274,36.2247010,-119.3294540,,C
Regional,2481,Regional2481,620 WEST MISSION AVENUE,ESCONDIDO,CA,92025,33.1284010,-117.0949900,,C
Regional,2499,Regional2499,535 SOUTH HIGHWAY 65,LINCOLN,CA,95648,38.8741540,-121.2949890,,C
Regional,2502,Regional2502,730 WEST AVENUE K,LANCASTER,CA,93534,34.6737480,-118.1453530,,C
Regional,2508,Regional2508,5503 LONE TREE WAY,ANTIOCH,CA,94531,37.9617830,-121.7593390,,C
Regional,2528,Regional2528,12189 APPLE VALLEY ROAD,APPLE VALLEY,CA,92308,34.4727490,-117.2407590,,C
Regional,2547,Regional2547,37080 47TH STREET EAST,PALMDALE,CA,93552,34.5545170,-118.0437990,,C
Regional,2550,Regional2550,2053 NORTH IMPERIAL AVENUE,EL CENTRO,CA,92243,32.8157880,-115.5697430,,C
Regional,2583,Regional2583,35900 MONTEREY AVENUE,PALM DESERT,CA,92211,33.7892890,-116.3869260,,C
Regional,2604,Regional2604,1935 ARNOLD INDUSTRIAL WAY,CONCORD,CA,94520,38.0051990,-122.0438000,9255569000,C
Regional,2605,Regional2605,2500 PARK AVENUE,TUSTIN,CA,92782,33.6983420,-117.8266270,,C
Regional,2660,Regional2660,3020 N DEMAREE ST,VISALIA,CA,93291,36.3564490,-119.3320590,5598029055,C
Regional,2712,Regional2712,2100 WEST CLEVELANDAVE,MADERA,CA,93637,36.9745170,-120.0810080,5594164000,C
Regional,2714,Regional2714,4550 WEST PICO BLVD UNIT D-101,LOS ANGELES,CA,90019,34.0486040,-118.3349220,3236179570,C
Regional,2730,Regional2730,2445 GOLDEN HILL ROAD,PASO ROBLES,CA,93446,35.6451660,-120.6581450,8056029051,C
Regional,2755,Regional2755,2250 LAKE WASHINGTON BLVD,WEST SACREMENTO,CA,95691,38.5553110,-121.5389720,9163737660,C
Regional,2783,Regional2783,4777 CHINO HILLS PKWY,CHINO HILLS,CA,91709,33.9824410,-117.7007220,9094389000,C
Regional,2790,Regional2790,775 RIDDER PARK DR,SAN JOSE,CA,95131,37.3797950,-121.9003160,4085184165,C
Regional,2805,Regional2805,107 E Boronda Rd,Salinas,CA,93906,0E-7,0E-7,8312968700,C
Regional,2842,Regional2842,750 NEWHALL DRIVE,SAN JOSE,CA,95110,37.3492740,-121.9229050,4083520400,C
Regional,2856,Regional2856,27847 GREENSPOT RD,Highland,CA,92346,34.1097860,-117.1732510,,C
Regional,3095,Regional3095,491 BAYSHORE BLVD,SAN FRANCISCO,CA,94124,37.7403260,-122.4060590,4154868611,C
Regional,3151,Regional3151,1348 NORTH AZUSA AVENUE,COVINA,CA,91722,34.1039890,-117.9039540,6267563000,C
Regional,3164,Regional3164,3400 NORTH TEXAS STREET,FAIRFIELD,CA,94533,0E-7,0E-7,7072072070,C
Regional,3170,Regional3170,1027 Academy Dr,Thousand Oaks,CA,91320,34.1945678,-118.9375759,8052145510,C
Regional,3214,Regional3214,13750 Poway Rd,Poway,CA,92064,32.9571200,-117.0333100,8583912630,C
Regional,3352,Regional3352,935 E Betteravia Rd,Santa Maria,CA,93454,34.9237280,-120.4195710,8053484310,C
Regional,4704,Regional4704,7663 N Blackstone Ave,Fresno,CA,93711,36.8487870,-119.7935680,5594460106,C
Regional,4709,Regional4709,1375 E Ontario Ave,Corona,CA,92882,33.8592090,-117.5957370,95120319,C
Regional,4735,Regional4735,1390 S Beach Blvd,La Habra,CA,90631,33.9137240,-117.9712660,5626979281,C
Regional,4767,Regional4767,39940 10th St W,Palmdale,CA,93551,34.6082040,-118.1455410,6615759200,C
Regional,4799,Regional4799,7147 Greenback Ln,Citrus Hts,CA,95621,38.6806280,-121.2959760,9167216499,C
Regional,4819,Regional4819,5625 Gosford Road,Bakersfield,CA,93313,35.3043140,-119.0948660,6616548565,C
Regional,4822,Regional4822,40500 Murrieta Hot Spgs Rd,Murrieta,CA,92562,33.5562520,-117.1792320,9516964500,C
Regional,4824,Regional4824,26468 Carl Boyer Dr,Santa Clarita,CA,91350,34.4162530,-118.5031230,6612227408,C
Regional,6235,Regional6235,6336 College Grove Way,San Diego,CA,92115,32.7394570,-117.0559340,6198580084,C
Regional,6240,Regional6240,1301 S Lone Hill Ave,Glendora,CA,91740,34.1151600,-117.8332240,9093944556,C
Regional,6378,Regional6378,6363 Valley Springs Pkwy,Riverside,CA,92507,33.9369350,-117.2874070,9516534840,C
Regional,6405,Regional6405,900 Walton Blvd,Yuba City,CA,95993,39.1396630,-121.6455150,5307511244,C
Regional,6433,Regional6433,1500 Helen Power Dr,Vacaville,CA,95687,38.3639950,-121.9579250,7074490290,C
Regional,6455,Regional6455,2401 N Rose Ave,Oxnard,CA,93030,34.2251690,-119.1613910,8059832442,C
Best Buy,0164,Best Buy0164,8682 S Prk Meadows Ctr Dr,Lone Tree,CO,80124,39.5574121,-104.8754021,3036499474,A
Best Buy,0209,Best Buy0209,9369 Sheridan Blvd,Westminister,CO,80031,39.8665580,-105.0533140,3034264434,A
Best Buy,0210,Best Buy0210,5395 S Wadsworth Blvd,Lakewood,CO,80123,39.6193300,-105.0921900,3039327830,A
Best Buy,0211,Best Buy0211,4100 E Mexico Ave,Denver,CO,80222,39.6853400,-104.9403600,3037585805,A
Best Buy,0212,Best Buy0212,3150 New Center Point,Colorado Springs,CO,80922,38.8780490,-104.7183950,7195979519,A
Best Buy,0217,Best Buy0217,13801 E Mississippi Ave,Aurora,CO,80012,39.6974550,-104.8275290,3033385797,A
Best Buy,0225,Best Buy0225,4040 S College Ave,Ft Collins,CO,80525,40.5307150,-105.0754810,9702256003,A
Best Buy,0298,Best Buy0298,7675 N Academy Blvd,Colorado Springs,CO,80920,38.9428030,-104.7997810,7195930414,A
Verizon Wireless,00628,Verizon Wireless00628,951 16th St Ste 100A,Denver,CO,80202,39.7469440,-104.9939040,7209460102,A
Verizon Wireless,00632,Verizon Wireless00632,7301 S Santa Fe Dr Ste 724,Littleton,CO,80120,39.5838970,-105.0249250,3037973224,A
Best Buy,0382,Best Buy0382,1400 Denver W Blvd,Lakewood,CO,80401,39.7371500,-105.1545400,3032735617,B
Best Buy,0693,Best Buy0693,6075 Sky Pond Dr,Loveland,CO,80537,40.4179230,-104.9899050,9702030601,B
Best Buy,0694,Best Buy0694,5999 S Southlands Pkwy,Aurora,CO,80016,39.6075690,-104.7116640,3036930166,B
Best Buy,1030,Best Buy1030,5890 N ELIZABETH STREET,PUEBLO,CO,81008,38.3348000,-104.6202500,7192530438,B
Best Buy,1031,Best Buy1031,1740 30th St,Boulder,CO,80301,40.0168090,-105.2524090,3039382889,B
Best Buy,1079,Best Buy1079,210 Ken Pratt Blvd,Longmont,CO,80501,40.1546700,-105.0962100,3034855939,B
Home Depot,1501,Home Depot1501,14001 E Mississippi Ave,Aurora,CO,80012,39.6983540,-104.8247300,3037437557,B
Home Depot,1502,Home Depot1502,5215 Wadsworth Byp,Arvada,CO,80002,39.7923390,-105.0823340,3034564000,B
Home Depot,1503,Home Depot1503,10003 Grant St,Denver,CO,80229,39.8802700,-104.9858390,3032558000,B
Home Depot,1504,Home Depot1504,102 N Academy Blvd,Colorado Springs,CO,80909,38.8340050,-104.7594090,7195737000,B
Home Depot,1505,Home Depot1505,500 S Santa Fe Dr,Denver,CO,80223,39.7052360,-104.9922260,3037650400,B
Home Depot,1506,Home Depot1506,1200 W Dillon Rd,Louisville,CO,80027,39.9614120,-105.1694650,3036619600,B
Home Depot,1507,Home Depot1507,7990 W Crestline Ave,Littleton,CO,80123,39.6174440,-105.0853500,3039735100,B
Home Depot,1508,Home Depot1508,8477 S Yosemite St,Littleton,CO,80124,39.5609380,-104.8810750,3037061500,B
Home Depot,1509,Home Depot1509,9401 E ARAPAHOE,GREENWOOD VILLAGE,CO,80112,39.5977030,-104.8791850,3037999071,B
Home Depot,1510,Home Depot1510,7120 N Academy Blvd,Colorado Springs,CO,80920,38.9334620,-104.8002230,7195316400,B
Home Depot,1511,Home Depot1511,4450 N Freeway Rd,Pueblo,CO,81008,38.3145260,-104.6146040,7195455400,B
Home Depot,1512,Home Depot1512,4502 J F Kennedy Pkwy,Ft Collins,CO,80525,40.5248030,-105.0697040,9702060774,B
Home Depot,1513,Home Depot1513,2436 F Rd,Grand Junction,CO,81505,39.0955600,-108.6007960,9702448577,B
Home Depot,1514,Home Depot1514,6701 W Alameda Ave,Denver,CO,80226,39.7121490,-105.0706100,3032326303,B
Home Depot,1515,Home Depot1515,2815 35th Ave,Greeley,CO,80634,40.3910710,-104.7350510,9705060662,B
Home Depot,1516,Home Depot1516,11111 S Parker Rd,Parker,CO,80134,39.5139460,-104.7658520,3038059991,B
Home Depot,1517,Home Depot1517,7125 W 88th Ave,Broomfield,CO,80021,39.8563780,-105.0816060,3034202498,B
Home Depot,1518,Home Depot1518,2250 Southgate Rd,Colorado Springs,CO,80906,38.7989530,-104.8198730,7194710054,B
Home Depot,1519,Home Depot1519,3000 W Belleview Ave,Littleton,CO,80123,39.6231590,-105.0239530,3037940352,B
Home Depot,1520,Home Depot1520,3130 S Sheridan Blvd,Denver,CO,80227,39.6552870,-105.0531820,3039220444,B
Home Depot,1521,Home Depot1521,393 S Hover Rd,Longmont,CO,80501,40.1594190,-105.1306470,7204940319,B
Home Depot,1522,Home Depot1522,16900 W Colfax Ave,Golden,CO,80401,39.7228360,-105.1899840,3033840875,B
Home Depot,1523,Home Depot1523,5600 SOUTH CHAMBERS RD,AURORA,CO,80015,39.6160250,-104.8118510,3036995006,B
Home Depot,1524,Home Depot1524,12169 Sheridan Blvd,Broomfield,CO,80020,39.9163360,-105.0573770,3034100861,B
Home Depot,1525,Home Depot1525,0295 YODER AVENUE,AVON,CO,81620,39.6259390,-106.5005390,9707489483,B
Home Depot,1526,Home Depot1526,860 S Colorado Blvd,Glendale,CO,80246,39.7011170,-104.9371750,7205242480,B
Home Depot,1528,Home Depot1528,6000 SOUTH GUN CLUB ROAD,AURORA,CO,80016,39.6068250,-104.7151410,7208708839,B
Home Depot,1529,Home Depot1529,1100 NICKEL DRIVE,LOVELAND,CO,80537,40.4046400,-105.0611300,9704619406,B
Home Depot,1531,Home Depot1531,333 ALLEN STREET,CASTLE ROCK,CO,80104,39.4153500,-104.8659340,3036888790,B
Home Depot,1532,Home Depot1532,3870 QUEBEC STREET,DENVER,CO,80207,39.7703240,-104.9010440,3033203738,B
Home Depot,1534,Home Depot1534,1301 S CAMINO DEL RIO,DURANGO,CO,81303,37.2240870,-107.8590190,9702597954,B
Home Depot,1535,Home Depot1535,1014 EL RANCHO ROAD,GOLDEN,CO,80401,39.6991450,-105.3269800,3035264347,B
Home Depot,1537,Home Depot1537,1400 OGDEN ROAD,MONTROSE,CO,81401,38.4508230,-107.8439610,9702520272,B
Home Depot,1538,Home Depot1538,5660 E WOODMEN ROAD,COLORADO SPRINGS,CO,80920,38.9436040,-104.7231940,7192665165,B
Home Depot,1540,Home Depot1540,1200 MAYBERRY ROAD,HIGHLANDS RANCH,CO,80129,39.5452560,-105.0009880,7203447645,B
Home Depot,1541,Home Depot1541,15888 JACKSON CREEK PKWY,MONUMENT,CO,80132,39.0638310,-104.8529340,7194840900,B
Home Depot,1542,Home Depot1542,141 MACKENZIE AVE,CANON CITY,CO,81212,38.4310140,-105.1786760,7192762452,B
Home Depot,1544,Home Depot1544,1251 E MAGNOLIA STREET,FORT COLLINS,CO,80524,40.5824260,-105.0555290,9702241239,B
Home Depot,1545,Home Depot1545,1614 W MAIN STREET,STERLING,CO,80751,40.6251430,-103.2270520,9705221599,B
Home Depot,1546,Home Depot1546,1600 29TH STREET,BOULDER,CO,80303,40.0027020,-105.2559330,3034494221,B
Home Depot,1547,Home Depot1547,2440 BUCKLEY ROAD,BRIGHTON,CO,80601,39.9514210,-104.7873110,3036551686,B
Home Depot,1548,Home Depot1548,16420 WASHINGTON STREET,THORNTON,CO,80602,39.9949660,-104.9737400,3034503274,B
Home Depot,1549,Home Depot1549,4277 S Eldridge St,Morrison,CO,80465,39.6365690,-105.1576430,3036976619,B
Home Depot,1550,Home Depot1550,7200 W COLFAX AVE,LAKEWOOD,CO,80214,39.7393730,-105.0772500,3032055141,B
Home Depot,1551,Home Depot1551,3475 N SALIDA COURT,AURORA,CO,80011,39.7625590,-104.7775510,7203743110,B
Home Depot,1552,Home Depot1552,10858 Jake Jabs Blvd,Firestone,CO,80504,40.1124840,-104.9366440,3036781100,B
Verizon Wireless,00644,Verizon Wireless00644,2130 Southgate Rd,Colorado Springs,CO,80906,38.8016080,-104.8176870,7196350874,B
Verizon Wireless,00668,Verizon Wireless00668,3000 E 1st Ave Ste 199,Denver,CO,80206,39.7179770,-104.9520450,3033217138,B
Verizon Wireless,00691,Verizon Wireless00691,355 S Wadsworth Blvd Unit C,Lakewood,CO,80226,39.7094090,-105.0816680,7209638002,B
Verizon Wireless,00695,Verizon Wireless00695,4680 W 120th Ave Ste 400,Westminster,CO,80020,39.9134560,-105.0467610,3034390557,B
A Wireless,0281,A Wireless0281,14200 E Alameda Ave 2018,Aurora,CO,80012,39.7110450,-104.8225660,3032826227,C
A Wireless,0282,A Wireless0282,One West Flat Iron Circle #2060,Broomfield,CO,80021,39.9298230,-105.1310690,3034649166,C
A Wireless,0283,A Wireless0283,1710 Briargate Blvd. 335,Colorado Springs,CO,80920,38.9453050,-104.7941210,7195285554,C
A Wireless,0284,A Wireless0284,750 Citadel Drive East 2010,Colorado Springs,CO,80909,38.8427670,-104.7588580,7193800010,C
A Wireless,0285,A Wireless0285,2424 US Highway 6 &amp; 50 3509,Grand Junction,CO,81505,39.1857110,-108.6003800,9702638529,C
A Wireless,0286,A Wireless0286,2050 Greeley Mall D,Greeley,CO,80631,40.3900100,-104.7075650,9703560044,C
A Wireless,0287,A Wireless0287,14500 W. Colfax Avenue M-218,Lakewood,CO,80401,39.7348770,-105.1594740,3035901416,C
A Wireless,0288,A Wireless0288,14500 W. Colfax Avenue 402,Lakewood,CO,80401,39.7348770,-105.1594740,3035901461,C
A Wireless,0289,A Wireless0289,8501 W. Bowles Avenue 1290,Littleton,CO,80123,39.6106870,-105.0955050,3039726664,C
A Wireless,0290,A Wireless0290,8401 Park Meadows Dr. #280,Lone Tree,CO,80124,39.5621540,-104.8910030,3037922003,C
A Wireless,0291,A Wireless0291,8505 Park Meadows Dr,Lone Tree,CO,80124,39.5611840,-104.8900160,3037081392,C
A Wireless,0292,A Wireless0292,1749 North Main St,Longmont,CO,80501,40.1905020,-105.1027780,3037727836,C
A Wireless,0293,A Wireless0293,100 East 120th Avenue F-170,Northglenn,CO,80233,39.9139550,-104.9863610,7206278788,C
A Wireless,0294,A Wireless0294,3429 South Dillion Blvd. #H14A,Pueblo,CO,81008,38.4351580,-104.5794910,7194042400,C
Best Buy,1124,Best Buy1124,585 24 1/2 Road,Grand Junction,CO,81505,39.0894030,-108.5997490,9702459455,C
Best Buy,1134,Best Buy1134,3511 N SALIDA CT,AURORA,CO,80011,39.7625590,-104.7775510,3033739284,C
Best Buy,1171,Best Buy1171,6707 S Vine St,Centennial,CO,80122,39.5948600,-104.9650100,3037973246,C
Best Buy,1194,Best Buy1194,4210 Centerplace Drive,Greeley,CO,80634,40.3950254,-104.7476815,9703924139,C
Best Buy,1224,Best Buy1224,384 South Wadsworth,Lakewood,CO,80226,39.7100240,-105.0806150,3037428039,C
Best Buy,1410,Best Buy1410,11267 PIKES PEAK DR,PARKER,CO,80138,39.5113030,-104.7617900,3038405501,C
Best Buy,1416,Best Buy1416,104 W 104th Ave,Denver,CO,80234,39.8840400,-104.9890000,3032528677,C
Go Wireless,0228,Go Wireless0228,"3551 S. Tower Road, Unit B",Aurora,CO,80013,39.6524400,-104.7731100,,C
Go Wireless,0253,Go Wireless0253,"729 Barranca Drive, Suite 111",Castle Rock,CO,80104,39.4061900,-104.8550400,,C
Go Wireless,0439,Go Wireless0439,3895 Evergreen Pkwy,Evergreen,CO,80439,39.6448410,-105.3368570,,C
Go Wireless,0504,Go Wireless0504,620 S Colorado Blvd,Glendale,CO,80246,39.7053500,-104.9405800,,C
Go Wireless,0584,Go Wireless0584,"6120 Firestone Blvd., Unit 404",Firestone,CO,80504,40.1601400,-104.9390800,,C
Go Wireless,0621,Go Wireless0621,3445 N Salida St #20,Aurora,CO,80011,39.7640780,-104.7738880,,C
Go Wireless,0670,Go Wireless0670,2826 North Ave.,Grand Junction,CO,81501,39.0777740,-108.5288050,,C
Go Wireless,0671,Go Wireless0671,"2424 Hwy 6 & 50, #518",Grand Junction,CO,81505,39.0901400,-108.6043200,,C
Go Wireless,0672,Go Wireless0672,657 North Ave.,Grand Junction,CO,81501,39.0771600,-108.5614340,,C
Go Wireless,0674,Go Wireless0674,1300 S. Townsend Ave.,Montrose,CO,81401,38.4684900,-107.8670000,,C
Go Wireless,0675,Go Wireless0675,"102 Main St., Suite 200",Delta,CO,81416,38.7451900,-108.0704400,,C
Go Wireless,0676,Go Wireless0676,"400 S. Camino del Rio, Unit E",Durango,CO,81301,0E-7,0E-7,,C
Go Wireless,0682,Go Wireless0682,5102 N. Nevada Ave. Suite #150,Colorado Springs,CO,80918,38.9043000,-104.8173260,,C
Go Wireless,0683,Go Wireless0683,"15954 Jackson Creek Pkwy, Suite A",Monument,CO,80132,39.0648120,-104.8522930,,C
Go Wireless,0686,Go Wireless0686,"76 N. McCulloch Blvd., Suite 140",Pueblo West,CO,81007,38.3379660,-104.7398100,,C
Go Wireless,0687,Go Wireless0687,1701 Fremont Drive,Canon City,CO,81212,38.4476500,-105.2243400,,C
Go Wireless,0688,Go Wireless0688,"1755 Central Park Drive, Suite 117",Steamboat Springs,CO,80487,40.4607100,-106.8220800,,C
Go Wireless,0689,Go Wireless0689,"675 S. Lincoln Ave., #1",Steamboat Springs,CO,80487,40.4738700,-106.8269800,,C
Go Wireless,0691,Go Wireless0691,"1844 Hover Road, Unit B",Longmont,CO,80501,40.1917900,-105.1302200,,C
Go Wireless,0692,Go Wireless0692,"2720 Council Tree Ave., Suite 154",Fort Collins,CO,80525,40.5255650,-105.0263370,,C
Go Wireless,0696,Go Wireless0696,"842 N. Summit Blvd., Unit 16",Frisco,CO,80443,39.5884300,-106.0965600,,C
Go Wireless,0697,Go Wireless0697,"9567 S. University Blvd., Suite C-4",Highlands Ranch,CO,80126,39.5421890,-104.9426200,,C
Go Wireless,0760,Go Wireless0760,"3993 Limelight Ave, Unit F",Castle Rock,CO,80109,39.4024000,-104.8830200,,C
Go Wireless,0817,Go Wireless0817,"19590 E. US Highway 24, Suite C",Woodland Park,CO,80863,38.9734010,-105.0400810,,C
Go Wireless,0830,Go Wireless0830,3920 W. Northern Ave.,Pueblo,CO,81005,38.2352800,-104.6619400,,C
Go Wireless,1168,Go Wireless1168,"4451 Venetucci Blvd., Suite 190",Colorado Springs,CO,80906,38.7677490,-104.7849350,,C
Go Wireless,1224,Go Wireless1224,"5915 Dublin Blvd, Suite 130",Colorado Springs,CO,80923,38.9271250,-104.7227040,,C
Target,048,Target048,7899 Wadsworth Blvd,Arvada,CO,80003,39.8400410,-105.0853890,3034250124,C
Target,064,Target064,2800 Pearl St,Boulder,CO,80301,40.0216740,-105.2565980,3034493400,C
Target,079,Target079,105 Troutman Pkwy,Ft Collins,CO,80525,40.5286240,-105.0764940,9702239100,C
Target,093,Target093,2424 Hwy 6 & 50,Grand Junction,CO,81505,39.0929100,-108.6049980,9702458056,C
Target,1178,Target1178,1725 ROCKY MOUNTAIN AVE,Loveland,CO,80538,40.4091460,-105.0040370,9706695423,C
Target,1326,Target1326,5010 FOUNDERS PKWY,Castle Rock,CO,80104,39.4080680,-104.8569450,3036634322,C
Target,1372,Target1372,1001 E 120TH AVE,Thornton,CO,80233,39.9161960,-104.9743960,3032800400,C
Target,1413,Target1413,1400 S HAVANA ST,Aurora,CO,80012,39.6908730,-104.8638370,3037558530,C
Target,147,Target147,6767 S CLINTON,Englewood,CO,80112,39.5842530,-104.8779360,3037902583,C
Target,1471,Target1471,14200 E ELLSWORTH AVE,Aurora,CO,80012,39.7151480,-104.8213180,3032140114,C
Target,1500,Target1500,14500 W Colfax Ave # B1,Lakewood,CO,80401,39.7333330,-105.1571800,3032739940,C
Target,1501,Target1501,3810 BLOOMINGTON ST,Colorado Springs,CO,80922,38.8891790,-104.7172590,7195744351,C
Target,1525,Target1525,715 BLUE RIVER PKWY,Silverthorne,CO,80497,39.6288380,-106.0686280,9704682268,C
Target,154,Target154,5240 N ACADEMY Blvd,Colorado Springs,CO,80918,38.9055620,-104.7789930,7195949600,C
Target,1769,Target1769,400 MARSHALL RD,Superior,CO,80027,39.9578910,-105.1718890,3032090106,C
Target,1776,Target1776,9390 W Cross Dr,Littleton,CO,80123,39.6107580,-105.1007800,7209221475,C
Target,1806,Target1806,4301 E VIRGINIA AVE,Glendale,CO,80246,39.7085170,-104.9385200,3032090182,C
Target,1813,Target1813,4400 CENTERPl DR,Greeley,CO,80634,40.3878050,-104.7754310,9703305443,C
Target,1928,Target1928,10445 REED ST,Westminster,CO,80021,39.8863070,-105.0786930,3034108310,C
Target,1976,Target1976,7400 S GARTRELL,Aurora,CO,80237,39.5815690,-104.7221170,3032092827,C
