Chain,Location Number,Location ID,Address,City,State/ Province,Postal Code,Latitude,Longitude,Phone,Tier
Best Buy,0335,Best Buy0335,4251 Outer Loop,Louisville,KY,40219,38.1383870,-85.6829880,5029623933,B
Best Buy,0337,Best Buy0337,3751 32ND AVE S,Grand Forks,ND,58201,47.8893600,-97.0796160,7017752784,B
Best Buy,0338,Best Buy0338,3741 D ELLISON RD NW,Albuquerque,NM,87114,35.2069270,-106.6559770,5059221301,B
Best Buy,0339,Best Buy0339,1645 River Valley Cir N,Lancaster,OH,43130,39.7348140,-82.6287160,7406548314,B
Best Buy,0340,Best Buy0340,3250 Airport Blvd #4,Mobile,AL,36606,30.6761480,-88.1194190,2514786678,B
Best Buy,0341,Best Buy0341,959 Viewmont Dr,Dickson City,PA,18519,41.4569950,-75.6511440,5703468977,B
Best Buy,0342,Best Buy0342,449 Arean Hub Plz,Wilkes-Barre,PA,18702,41.2389030,-75.8407670,5708190719,B
Best Buy,0343,Best Buy0343,27 Faunce Corner Rd,N Dartmouth,MA,02747,41.6408130,-70.9869160,5089840002,B
Best Buy,0344,Best Buy0344,1 S St Rte 17 - Fashion Ctr Mall,Paramus,NJ,07652,40.9660190,-74.0754010,2016525794,B
Best Buy,0345,Best Buy0345,148 Walt Whitman Rd,Huntington Station,NY,11746,40.8255140,-73.4114490,6314275161,B
Best Buy,0346,Best Buy0346,3117 TURKEY CREEK Blvd,Joplin,MO,64804,37.0931620,-94.4729760,4176599652,B
Best Buy,0347,Best Buy0347,5635 Johnston St,Lafayette,LA,70503,30.1767240,-92.0757380,3372160501,B
Best Buy,0349,Best Buy0349,9131 W STOCKTON Blvd,Elk Grove,CA,95758,38.4261710,-121.3983460,9166919784,B
Best Buy,0350,Best Buy0350,9930 Southside Blvd,Jacksonville,FL,32256,30.1895860,-81.5518440,9045197775,B
Best Buy,0351,Best Buy0351,464 E JOYCE Blvd,Fayetteville,AR,72703,36.1237410,-94.1504570,4799739524,B
Best Buy,0352,Best Buy0352,9540 Mira Mesa Blvd,Mira Mesa,CA,92126,32.9179070,-117.1191310,8588319003,B
Best Buy,0353,Best Buy0353,2701 Pablo Kisel Blvd,Brownsville,TX,78520,25.9596460,-97.5058800,9565460755,B
Best Buy,0354,Best Buy0354,20290 KATY FWY,Katy,TX,77449,29.7871830,-95.7243400,2813982938,B
Best Buy,0355,Best Buy0355,15223 E INDIANA AVE,Spokane,WA,99216,47.6726260,-117.2004270,5099244361,B
Best Buy,0356,Best Buy0356,7665 Sudley Rd,Manassas,VA,20109,38.7904160,-77.5135180,7032577474,B
Best Buy,0357,Best Buy0357,5692 FAIRMONT PKWY,Pasadena,TX,77505,29.6496019,-95.1541515,2819980097,B
Best Buy,0358,Best Buy0358,611 MARKS ST,Henderson,NV,89014,36.0645060,-115.0381760,7024345536,B
Best Buy,0359,Best Buy0359,4281 Meridian St,Bellingham,WA,98226,48.7963080,-122.4895410,3607150008,B
Best Buy,0360,Best Buy0360,26 Cypress St,Williston,VT,05495,44.4443190,-73.1099020,8028720992,B
Best Buy,0362,Best Buy0362,9970 N NEWPORT Hwy,Spokane,WA,99218,47.7484850,-117.4028430,5094679656,B
Best Buy,0363,Best Buy0363,7080 Youree Dr,Shreveport,LA,71105,32.4412770,-93.7175030,3185242876,B
Best Buy,0364,Best Buy0364,6110 BIRDCAGE CTR LN,Citrus Hts,CA,95610,38.6756550,-121.2753380,9167251455,B
Best Buy,0365,Best Buy0365,4676 Presidential Pkwy,Macon,GA,31206,32.8172500,-83.7136940,4784710900,B
Best Buy,0366,Best Buy0366,4102A MERIDIAN ST S,Puyallup,WA,98373,47.1516140,-122.2950710,2538417008,B
Best Buy,0368,Best Buy0368,1770 Apple Glen Blvd,Fort Wayne,IN,46804,41.0690300,-85.1993800,2604590902,B
Best Buy,0369,Best Buy0369,1650 N Atherton St,State College,PA,16803,40.8075700,-77.8927400,8142375610,B
Best Buy,0370,Best Buy0370,1608 NW CHIPMAN RD,Lee  s Summit,MO,64081,38.9302400,-94.4073900,8165241744,B
Best Buy,0371,Best Buy0371,1403 S Reed Rd,Kokomo,IN,46902,40.4673540,-86.1080800,7654527422,B
Best Buy,0372,Best Buy0372,31601 PACIFIC Hwy S,Federal Way,WA,98003,47.3183200,-122.3151600,2539450073,B
Best Buy,0373,Best Buy0373,1601 Westbank Expwy # A,Harvey,LA,70058,29.9054200,-90.0679000,5043640411,B
Best Buy,0374,Best Buy0374,2458 Central Park Ave,Yonkers,NY,10710,40.9810150,-73.8270780,9143374077,B
Best Buy,0375,Best Buy0375,3533 ZAFARANO DR A-6,Santa Fe,NM,87505,35.6401330,-106.0090500,5054384761,B
Best Buy,0376,Best Buy0376,1515 Orchard Crossing,Benton Harbor,MI,49022,42.0783540,-86.4218770,2699266800,B
Best Buy,0377,Best Buy0377,3085 Gateway Blvd,Prescott,AZ,86303,34.5502630,-112.4115530,9287767099,B
Best Buy,0378,Best Buy0378,309 S College Rd,Wilmington,NC,28403,34.2364000,-77.8706970,9107902021,B
Best Buy,0379,Best Buy0379,2541 Crossroads Blvd,Waterloo,IA,50702,42.4652100,-92.3207970,3198339261,B
Best Buy,0380,Best Buy0380,200 Town Center Parkway,Slidell,LA,70458,30.2684800,-89.7575710,9856392239,B
Best Buy,0381,Best Buy0381,1501 New Brittain Ave,W Hartford,CT,06110,41.7227290,-72.7604300,8605215400,B
Best Buy,0382,Best Buy0382,1400 Denver W Blvd,Lakewood,CO,80401,39.7371500,-105.1545400,3032735617,B
Best Buy,0383,Best Buy0383,4610 Hwy 280 S,Birmingham,AL,35242,33.4286050,-86.7089250,2054378966,B
Best Buy,0384,Best Buy0384,40 Catherwood Rd,Ithaca,NY,14850,42.4828410,-76.4905670,6072576824,B
Best Buy,0385,Best Buy0385,228 Colony Place,Plymouth,MA,02360,41.9540677,-70.7173763,5087323640,B
Best Buy,0386,Best Buy0386,3140 S Evans St,Greenville,NC,27834,35.5759860,-77.3821010,2523214984,B
Best Buy,0387,Best Buy0387,1876 S Randall Rd,Geneva,IL,60134,41.8678310,-88.3427740,6308451986,B
Best Buy,0388,Best Buy0388,15 Sate route 9,Manalapan,NJ,07726,40.2540023,-74.3363612,7327618445,B
Best Buy,0389,Best Buy0389,1540 Dogwood Dr SE,Conyers,GA,30038,33.6488150,-83.9931800,6785268199,B
Best Buy,0390,Best Buy0390,2175 Walker Lake Rd,Mansfield,OH,44903,40.7872200,-82.5906250,4197471559,B
Best Buy,0391,Best Buy0391,2550 N Naglee Rd,Tracy,CA,95304,37.7569510,-121.4625090,2098322166,B
Best Buy,0392,Best Buy0392,2852 Canyon Springs Pkwy,Riverside Moreno Valley,CA,92507,33.9415170,-117.2797050,9516539386,B
Best Buy,0393,Best Buy0393,1015 N La Brea Ave,W Hollywood,CA,90038,34.0891081,-118.3441443,3238830219,B
Best Buy,0394,Best Buy0394,5555 Glenway Ave,Cincinnati,OH,45238,39.1323580,-84.6115180,5133473457,B
Best Buy,0395,Best Buy0395,5480 N 9th Ave,Pensacola,FL,32504,30.4774390,-87.2076760,8509690503,B
Best Buy,0396,Best Buy0396,221 MADONNA RD,San Luis Obispo,CA,93405,35.2621250,-120.6743280,8057831619,B
Best Buy,0397,Best Buy0397,8449 LEESBURG PIKE,VIENNA,VA,22182,38.9245260,-77.2390750,7037489814,B
Best Buy,0398,Best Buy0398,9551 RIDGETOP Blvd NW,Silverdale,WA,98383,47.6548260,-122.6800610,3606981112,B
Best Buy,0399,Best Buy0399,3800 Rib Mountain Dr,Wausau,WI,54401,44.9222260,-89.6527280,7152410711,B
Best Buy,0400,Best Buy0400,2130 State Route 35,Holmdel,NJ,07733,40.4142010,-74.1452370,7326717123,B
Best Buy,0401,Best Buy0401,23000 Eureka Rd,Taylor,MI,48180,42.2007250,-83.2569990,7342874371,B
Best Buy,0402,Best Buy0402,45520 Utica Park Blvd,Utica,MI,48315,42.6311560,-83.0092540,5867265400,B
Best Buy,0403,Best Buy0403,35100 Cowan Rd,Westland,MI,48185,42.3434960,-83.3862120,7345250334,B
Best Buy,0404,Best Buy0404,28400 Telegraph Rd,Southfield,MI,48034,42.4962712,-83.2846934,2482131868,B
Best Buy,0405,Best Buy0405,4406 Bay Rd,Saginaw,MI,48603,43.4710540,-83.9754760,9897998266,B
Best Buy,0406,Best Buy0406,2650 E Beltline Ave SE,Grand Rapids,MI,49546,42.9148740,-85.5835860,6169572522,B
Best Buy,0407,Best Buy0407,30701 Gratiot Ave,Roseville,MI,48066,42.5224510,-82.9205600,5862859334,B
Best Buy,0408,Best Buy0408,3100 Lohr Rd,Ann Arbor,MI,48108,42.2418650,-83.7615480,7347411357,B
Best Buy,0409,Best Buy0409,3410 Alpine Ave,Grand Rapids,MI,49544,43.0253030,-85.6879950,6167856779,B
Best Buy,0410,Best Buy0410,16221 Ford Rd,Dearborn,MI,48126,42.3289790,-83.2034140,3132406655,B
Best Buy,0411,Best Buy0411,G3660 Miller Rd,Flint,MI,48507,42.9840790,-83.7487040,8102306808,B
Best Buy,0412,Best Buy0412,2169 S Telegraph Rd,Bloomfield Hills,MI,48302,42.6062680,-83.2962801,,B
Best Buy,0413,Best Buy0413,6900 S Westnedge Ave,Portage,MI,49002,42.2172350,-85.5899550,2693272008,B
Best Buy,0414,Best Buy0414,32320 John R Rd,Madison Hts,MI,48071,42.5295040,-83.1068100,2485837310,B
Best Buy,0415,Best Buy0415,4611 24th Ave,Ft Gratiot,MI,48059,43.0424610,-82.4569500,8103859830,B
Best Buy,0416,Best Buy0416,2020 W Grand River Rd,Okemos,MI,48864,42.7209910,-84.4216660,5173472741,B
Best Buy,0417,Best Buy0417,21051 Haggerty Rd,Novi,MI,48375,42.4407590,-83.4371740,2484498956,B
Best Buy,0418,Best Buy0418,50 Holyoke St,Holyoke,MA,01040,42.1674000,-72.6401000,4135334443,B
Best Buy,0419,Best Buy0419,290 S Broadway,Salem,NH,03079,42.7580380,-71.2122040,6038909002,B
Best Buy,0420,Best Buy0420,217 Independence Blvd,Virginia Beach,VA,23462,36.8367420,-76.1373890,7574939232,B
Best Buy,0421,Best Buy0421,1340 Greenbrier Pkwy,Chesapeake,VA,23320,36.7734550,-76.2294070,7575494635,B
Best Buy,0422,Best Buy0422,1560 Koger Ctr Blvd,Richmond,VA,23235,37.5122340,-77.6125300,8048978080,B
Best Buy,0423,Best Buy0423,11200 W Broad St,Glen Allen,VA,23060,37.6508470,-77.6010870,8043645900,B
Best Buy,0424,Best Buy0424,3750 SW Archer Rd,Gainesville,FL,32602,29.6225180,-82.3809060,3523798500,B
Best Buy,0425,Best Buy0425,1884 Catawba Valley Blvd SE,Hickory,NC,28602,35.7014560,-81.3054830,8282610031,B
Best Buy,0426,Best Buy0426,3205 Woodward X-sing Blvd Ste A,Buford,GA,30519,34.0701460,-83.9813680,7706140533,B
Best Buy,0427,Best Buy0427,7300 Guilford Dr,Frederick,MD,21704,39.3971910,-77.4160830,3016626130,B
Best Buy,0428,Best Buy0428,1 Crossgates Mall Rd,Albany,NY,12203,42.6898890,-73.8534650,5184526881,B
Best Buy,0429,Best Buy0429,9355 Atlantic Blvd,Jacksonville,FL,32225,30.3193800,-81.5560490,9047257500,B
Best Buy,0430,Best Buy0430,8151 Blanding Blvd,Jacksonville,FL,32244,30.1984260,-81.7383060,9047797474,B
Best Buy,0431,Best Buy0431,5019 S Cleveland Ave,Ft Myers,FL,33907,26.5846030,-81.8717780,2392781298,B
Best Buy,0432,Best Buy0432,200 Mall Circle Dr,Monroeville,PA,15146,40.4315000,-79.7983450,4128567344,B
Best Buy,0433,Best Buy0433,2345 Marketplace Dr,Henrietta,NY,14467,43.0792290,-77.6329690,5852920250,B
Best Buy,0434,Best Buy0434,4707 Valley View Ave NW,Roanoke,VA,24012,37.2980550,-79.9579240,5403624080,B
Best Buy,0435,Best Buy0435,1400 Apalachee Pkwy,Tallahassee,FL,32301,30.4374500,-84.2592090,8509422300,B
Best Buy,0436,Best Buy0436,700 Providence Hwy,Town of Dedham,MA,02026,42.2402650,-71.1760504,7814616768,B
Best Buy,0437,Best Buy0437,2110 VISTA WAY,Oceanside,CA,92054,33.1817741,-117.3455811,7604393210,B
Best Buy,0438,Best Buy0438,5151 MISSION CTR RD,San Diego,CA,92108,32.7696870,-117.1526980,6195741076,B
Best Buy,0440,Best Buy0440,1875 Campbell Ln,Bowling Green,KY,42104,36.9541490,-86.4279560,2707809855,B
Best Buy,0441,Best Buy0441,1337 S Washington St,Attleboro,MA,02760,41.9383039,-71.3497807,5086995800,B
Best Buy,0442,Best Buy0442,1851 Sunrise Hwy,Bay Shore,NY,11706,40.7394230,-73.2362970,6319698740,B
Best Buy,0444,Best Buy0444,4024 Wards Rd,Lynchburg,VA,24502,37.3445240,-79.1886930,4342399885,B
Best Buy,0445,Best Buy0445,83 S Tunnel Rd,Asheville,NC,28805,35.5796980,-82.5234970,8282982330,B
Best Buy,0446,Best Buy0446,11725 Berry Rd,Waldorf,MD,20603,38.6263970,-76.9108280,3016325740,B
Best Buy,0447,Best Buy0447,17364 S Center Pkwy,Tukwila,WA,98188,47.4476250,-122.2600410,2065744617,B
Best Buy,0448,Best Buy0448,2010 Chemical Rd,Plymouth Meeting,PA,19462,40.1009410,-75.2932820,6105672835,B
Best Buy,0449,Best Buy0449,300 Brown Rd,Auburn Hills,MI,48326,42.7066690,-83.2991500,2483930852,B
Best Buy,0450,Best Buy0450,9739 NE Cascade Pkwy,Portland,OR,97220,45.5754500,-122.5619600,5032497130,B
Best Buy,0451,Best Buy0451,3055 SW CEDAR HILLS Blvd,Beaverton,OR,97005,45.4978420,-122.8080250,5033500559,B
Best Buy,0452,Best Buy0452,9630 SE 82ND AVE,Portland,OR,97266,45.4532740,-122.5769810,5037771200,B
Best Buy,0453,Best Buy0453,3801 CTR ST NE,Salem,OR,97301,44.9417890,-122.9891960,5033710826,B
Best Buy,0454,Best Buy0454,1100 Old Country Rd,Westbury,NY,11590,40.7444750,-73.6018350,5163579025,B
Best Buy,0455,Best Buy0455,1240 Palisades Mall,W Nyack,NY,10994,41.0973000,-73.9561000,8453583989,B
Best Buy,0456,Best Buy0456,675 Highway 1 S,Iselin,NJ,08830,40.5595860,-74.3075320,7325961220,B
Best Buy,0457,Best Buy0457,345 Mount Hope Ave,Rockaway,NJ,07866,40.9034930,-74.5501920,9736590911,B
Best Buy,0458,Best Buy0458,261 Pond Path,South Setauket,NY,11720,40.8856960,-73.1015970,6317371632,B
Best Buy,0459,Best Buy0459,1585 Niagara Falls Blvd,Amherst,NY,14228,42.9995100,-78.8222100,7168379080,B
Best Buy,0460,Best Buy0460,2001 South Rd,Poughkeepsie,NY,12601,41.6237970,-73.9176790,8452988077,B
Best Buy,0461,Best Buy0461,1100 N Galleria Dr,Middletown,NY,10941,41.4557740,-74.3729960,8456927553,B
Best Buy,0462,Best Buy0462,12675 Citrus Park Dr,Tampa,FL,33625,28.0637200,-82.5766240,8137921707,B
Best Buy,0463,Best Buy0463,45 Bangor Mall Blvd,Bangor,ME,04401,44.8349920,-68.7454440,2079423434,B
Best Buy,0464,Best Buy0464,4830 Wilson Ave SW,Grandville,MI,49418,42.8741200,-85.7575940,6165322024,B
Best Buy,0465,Best Buy0465,4807 Concord Pike,Wilmington,DE,19803,39.8264800,-75.5426200,3024770305,B
Best Buy,0467,Best Buy0467,3601 Hempstead Tpke,Levittown,NY,11756,40.7274959,-73.5016402,5167968095,B
Best Buy,0468,Best Buy0468,30 Andrews Dr,W Paterson,NJ,07424,40.8872480,-74.2130630,9738129430,B
Best Buy,0469,Best Buy0469,2795 Richmond Ave,Staten Island,NY,10314,40.5768280,-74.1671510,7186987546,B
Best Buy,0470,Best Buy0470,330 NE Northgate Way,Seattle,WA,98125,47.7086610,-122.3255420,2063067663,B
Best Buy,0471,Best Buy0471,555 E Sanford Blvd,Mt Vernon,NY,10550,40.9022340,-73.8192200,9146644425,B
Best Buy,0472,Best Buy0472,2391 hwy 22 W,Union,NJ,07083,40.6900170,-74.2949090,9088102150,B
Best Buy,0473,Best Buy0473,410 Ste Rte 10,East Hanover,NJ,07936,40.8033340,-74.3613190,9735154994,B
Best Buy,0474,Best Buy0474,925 Patterson Plank Rd,Secaucus,NJ,07094,40.7811570,-74.0458740,2013252277,B
Best Buy,0475,Best Buy0475,51 Chamberbridge Rd,Brick,NJ,08723,40.0606720,-74.1405170,7324774443,B
Best Buy,0476,Best Buy0476,1014 Jackson Crossing,Jackson,MI,49202,42.2673374,-84.4292487,5178414300,B
Best Buy,0477,Best Buy0477,19225 ALDERWOOD MALL PKWY,Lynnwood,WA,98036,47.8232760,-122.2690130,4256702670,B
Best Buy,0478,Best Buy0478,5001 Northern Blvd,Long Island City,NY,11101,40.7533160,-73.9124650,7186267585,B
Best Buy,0479,Best Buy0479,12151 Jefferson Ave,Newport News,VA,23602,37.1081600,-76.4985800,7579308945,B
Best Buy,0480,Best Buy0480,5425 Harvey Ave,Muskegon,MI,49441,43.1537050,-86.2058860,2317986407,B
Best Buy,0482,Best Buy0482,60 W 23rd St,New York,NY,10010,40.7425060,-73.9925640,2123661373,B
Best Buy,0483,Best Buy0483,88-01 Queens Blvd,Elmhurst,NY,11373,40.7350200,-73.8746070,7183932690,B
Best Buy,0484,Best Buy0484,120 Slater St,Manchester,CT,06040,41.8066180,-72.5345540,8606485870,B
Best Buy,0485,Best Buy0485,1408 N LITCHFIELD RD,Goodyear,AZ,85338,33.4614240,-112.3611700,6235361183,B
Best Buy,0486,Best Buy0486,15800 Collington Rd,Bowie,MD,20715,38.9452070,-76.7306510,3014643080,B
Best Buy,0487,Best Buy0487,3377 Berlin Tpke,Newington,CT,06111,41.6550190,-72.7260280,8606665100,B
Best Buy,0488,Best Buy0488,2290 Gunbarrel Rd,Chattanooga,TN,37421,35.0375140,-85.1500870,4232966353,B
Best Buy,0489,Best Buy0489,10346 E US Hwy 36,Avon,IN,46123,39.7637990,-86.3420060,3172715690,B
Best Buy,0490,Best Buy0490,14610 N Meridian St,Carmel,IN,46032,40.0005560,-86.1272380,3178461150,B
Best Buy,0491,Best Buy0491,3301 N Marleon Dr,Muncie,IN,47304,40.2234030,-85.4345360,7652549720,B
Best Buy,0492,Best Buy0492,1270 E Main St,Carbondale,IL,62901,37.7311290,-89.1931250,6183511700,B
Best Buy,0493,Best Buy0493,3401 Jefferson Davis Hwy,Alexandria,VA,22305,38.8360170,-77.0495060,7035190940,B
Best Buy,0494,Best Buy0494,9871 Waterstone Blvd,Cincinnati,OH,45249,39.2926840,-84.3058410,5136837777,B
Best Buy,0495,Best Buy0495,5913 BLUEBONNET Blvd,Baton Rouge,LA,70836,30.3925340,-91.0839340,2625510074,B
Best Buy,0496,Best Buy0496,1093 West Riverdale Rd,Riverdale,UT,84405,41.1751340,-112.0052890,8013950045 ,B
Best Buy,0497,Best Buy0497,35 E 11400 S,Sandy,UT,84070,40.5443570,-111.8902500,8015710168,B
Best Buy,0498,Best Buy0498,457 120TH AVE NE,Bellevue,WA,98005,47.6138460,-122.1817010,4254528060,B
Best Buy,0499,Best Buy0499,3700 Mandela Pkwy,Oakland,CA,94608,37.8273980,-122.2867530,5104200323,B
Best Buy,0500,Best Buy0500,2577 N US Hwy 31,Traverse City,MI,49684,44.7226140,-85.6457500,2319292388,B
Best Buy,0501,Best Buy0501,850 Cobb Pl Blvd NW,Kennesaw,GA,30144,34.0112800,-84.5707590,7704247868,B
Best Buy,0502,Best Buy0502,2460 Cobb Pkwy SE,Smyrna,GA,30080,33.8920730,-84.4773990,7708599266,B
Best Buy,0503,Best Buy0503,1201 Hammond Dr,Atlanta,GA,30346,33.9205510,-84.3392070,7703920454,B
Best Buy,0504,Best Buy0504,1875 Pleasant Hill Rd,Duluth,GA,30096,33.9506280,-84.1318130,7703819494,B
Best Buy,0505,Best Buy0505,1980 Mount Zion Rd,Morrow,GA,30260,33.5647960,-84.3260600,7704728958,B
Best Buy,0507,Best Buy0507,3667 Walton Way Ext,Augusta,GA,30909,33.4938060,-82.0781560,7067339155,B
Best Buy,0508,Best Buy0508,7929 Abercorn St #5,Savannah,GA,31406,32.0030270,-81.1252680,9129209240,B
Best Buy,0509,Best Buy0509,597 W St Rd 436,Altamonte Springs,FL,32714,28.6622160,-81.4074020,4078659977,B
Best Buy,0510,Best Buy0510,8350 S Orange Blossom Trl,Orlando,FL,32809,28.4441620,-81.4038370,4078556114,B
Best Buy,0511,Best Buy0511,1791 OCONEE CONNECTOR,ATHENS,GA,30606,33.9159560,-83.4523100,7063548311,B
Best Buy,0512,Best Buy0512,1900 Evans Rd,Melbourne,FL,32904,28.0817050,-80.6539420,3217686840,B
Best Buy,0513,Best Buy0513,4145 Lavista Rd,Tucker,GA,30084,33.8460620,-84.2492520,7709397660,B
Best Buy,0514,Best Buy0514,5850 University Dr NW # B,Huntsville,AL,35806,34.7414000,-86.6637000,2567269844,B
Best Buy,0515,Best Buy0515,1900 International Speedway,Daytona Beach,FL,32114,29.1910760,-81.0721280,3862262267,B
Best Buy,0516,Best Buy0516,975 N Point Dr,Alpharetta,GA,30005,34.0505790,-84.2843410,6783391321,B
Best Buy,0517,Best Buy0517,7612 RIVERS AVE,CHARLESTON,SC,29406,32.9403220,-80.0399940,8435539299,B
Best Buy,0518,Best Buy0518,1300 Ulster Ave,Kingston,NY,12401,41.9668270,-73.9889620,8453364090,B
Best Buy,0519,Best Buy0519,6875 Douglas Blvd,Douglasville,GA,30135,33.7275590,-84.7572220,7705770930,B
Best Buy,0520,Best Buy0520,3601 Clemson Blvd,Anderson,SC,29621,34.5507910,-82.6765800,8642247702,B
Best Buy,0521,Best Buy0521,5181 S State St,Murray,UT,84107,40.6585430,-111.8881820,8012610183,B
Best Buy,0522,Best Buy0522,14555 EDGEWOOD DR N,Baxter,MN,56425,46.3620310,-94.2450290,2188280700,B
Best Buy,0523,Best Buy0523,3026 Willam St,Cape Girardeau,MO,63703,37.3015000,-89.5696000,5733356729,B
Best Buy,0524,Best Buy0524,6325 NAPLES Blvd,Naples,FL,34109,26.2212030,-81.7737830,2395978529,B
Best Buy,0525,Best Buy0525,801 Bethlehem Pike,N Wales,PA,19454,40.2376700,-75.2386800,2158553528,B
Best Buy,0526,Best Buy0526,8363 W FRANKLIN RD,Boise,ID,83709,43.6049010,-116.2857120,2086589670,B
Best Buy,0527,Best Buy0527,261 W 2100 S,Salt Lake City,UT,84115,40.7243200,-111.8979410,8014631436,B
Best Buy,0528,Best Buy0528,5400 Pacific Ave,Stockton,CA,95207,38.0000720,-121.3143370,9516539386,B
Best Buy,0529,Best Buy0529,4145 S Mooney Blvd,Visalia,CA,93277,36.2932740,-119.3168810,5596366353,B
Best Buy,0530,Best Buy0530,550 Grossman Dr,Braintree,MA,02184,42.2113390,-70.9991490,7818481100,B
Best Buy,0531,Best Buy0531,364 Maine Mall Rd,S Portland,ME,04106,43.6341040,-70.3381680,2077918800,B
Best Buy,0532,Best Buy0532,1 Worcester Rd,Framingham,MA,01701,42.2989760,-71.3967350,5088722223,B
Best Buy,0533,Best Buy0533,230 Independence Way,Danvers,MA,01923,42.5511000,-70.9379000,9787749494,B
Best Buy,0534,Best Buy0534,220 Daniel Webster Hwy,Nashua,NH,03060,42.7132233,-71.4421205,6038914900,B
Best Buy,0535,Best Buy0535,45 Gosling Rd,Newington,NH,03801,43.0946270,-70.7996750,6034311269,B
Best Buy,0536,Best Buy0536,1500 S Willow St,Manchester,NH,03103,42.9572000,-71.4300000,6036220804,B
Best Buy,0537,Best Buy0537,100 Cambridgeside Pl,Cambridge,MA,02141,42.3671010,-71.0763760,6175778866,B
Best Buy,0538,Best Buy0538,9090 Carousel Center Dr,Syracuse,NY,13290,43.0703740,-76.1740270,3154261588,B
Best Buy,0539,Best Buy0539,800 E DIMOND Blvd,Anchorage,AK,99515,61.1444200,-149.8671100,9073444409,B
Best Buy,0540,Best Buy0540,12633 Riverdale Blvd,Coon Rapids,MN,55448,45.1996990,-93.3502260,7634220032,B
Best Buy,0541,Best Buy0541,3062 Rte 50,Saratoga Springs,NY,12866,43.1039010,-73.7427740,5185831785,B
Best Buy,0542,Best Buy0542,10950 W CHARLESTON Blvd,Las Vegas,NV,89135,36.1604490,-115.3350700,7022286492,B
Best Buy,0543,Best Buy0543,1901 N Federal Hwy ,Ft Lauderdale,FL,33305,26.1532900,-80.1193200,9545647733,B
Best Buy,0544,Best Buy0544,300 Commons Way,Bridgewater,NJ,08807,40.5906500,-74.6213000,9084299339,B
Best Buy,0545,Best Buy0545,4725 Commercial Dr,New Hartford,NY,13413,43.0951620,-75.3083070,3157368710,B
Best Buy,0547,Best Buy0547,5000 Jonestown Rd,Harrisburg,PA,17112,40.3076770,-76.8057720,7176510980,B
Best Buy,0549,Best Buy0549,913 Harftord Tpke,Waterford,CT,06385,41.3803490,-72.1516460,8607010300,B
Best Buy,0550,Best Buy0550,1880 Palm Beach Lakes Blvd,West Palm Beach,FL,33401,26.7193290,-80.0877910,5616881944,B
Best Buy,0551,Best Buy0551,12301 W Sunrise Blvd,Plantation,FL,33323,26.1468400,-80.3123700,9544231999,B
Best Buy,0552,Best Buy0552,12495 SW 88th St,Miami,FL,33186,25.6870180,-80.3954000,3052758338,B
Best Buy,0553,Best Buy0553,7751 Bird Rd,Miami,FL,33155,25.7340370,-80.3198420,3052679913,B
Best Buy,0554,Best Buy0554,20540 Route 7,Boca Raton,FL,33498,26.3710860,-80.2014560,5614775367,B
Best Buy,0555,Best Buy0555,4001 W 20th Ave,Hialeah,FL,33012,25.8580840,-80.3222680,3058190722,B
Best Buy,0557,Best Buy0557,8450 S Dixie Hwy,Miami,FL,33143,25.6921392,-80.3045885,3056627073,B
Best Buy,0558,Best Buy0558,21035 Biscayne Blvd,Aventura,FL,33180,25.9709250,-80.1420550,3059339025,B
Best Buy,0559,Best Buy0559,11450 Pines Blvd,Pembroke Pines,FL,33026,26.0064790,-80.3008320,9544416135,B
Best Buy,0560,Best Buy0560,116 Grand Regency Blvd,Brandon,FL,33510,27.9418300,-82.3261100,8136431700,B
Best Buy,0561,Best Buy0561,1725 N Dale Mabry Hwy,Tampa,FL,33607,27.9581700,-82.5041210,8138748814,B
Best Buy,0562,Best Buy0562,4020 S Tamiami Trl,Sarasota,FL,34231,27.2966840,-82.5306760,9419233955,B
Best Buy,0563,Best Buy0563,4125 US Hwy 98 N,Lakeland,FL,33809,28.0944230,-81.9736330,8638590622,B
Best Buy,0564,Best Buy0564,21415 US Hwy 19 N,Clearwater,FL,33765,27.9672810,-82.7268220,7276690282,B
Best Buy,0565,Best Buy0565,6600 22nd Ave N,St Petersburg,FL,33710,27.7903650,-82.7304880,7273815223,B
Best Buy,0566,Best Buy0566,1130 SE Everett Mall Way # A,Everett,WA,98208,47.9096830,-122.2173090,4253559490,B
Best Buy,0568,Best Buy0568,793 Iyannough Rd,Hyannis,MA,02601,41.6690750,-70.2962050,5087715170,B
Best Buy,0569,Best Buy0569,24 Universal Blvd,Warwick,RI,02886,41.7014290,-71.4965270,4018267007,B
Best Buy,0570,Best Buy0570,1375 Polaris Pkwy,Columbus,OH,43240,40.1399000,-82.9823900,6144300789,B
Best Buy,0571,Best Buy0571,845 N Alafaya Trl,Orlando,FL,32828,28.5570310,-81.2047250,4074828099,B
Best Buy,0572,Best Buy0572,6205 Veterans Memorial Blvd,Metairie,LA,70003,30.0051320,-90.2097900,5047800172,B
Best Buy,0573,Best Buy0573,6 Mall Rd,Huntington,WV,25504,38.4184882,-82.2640676,3047330443,B
Best Buy,0574,Best Buy0574,120 Shenstone Blvd,Garner,NC,27529,35.6954190,-78.5836870,9197722025,B
Best Buy,0576,Best Buy0576,1130 Easton Rd,Willow Grove,PA,19090,40.1572950,-75.1223780,2157847020,B
