Name,Latitude,Longitude,Address,City,State/ Province,Postal Code,Store Phone,ClusterAssigned,Tier
Wireless Zone32123,40.725444,-73.720245,22508 JERICHO TURNPIKE,Floral Park,NY,11001,5163540188,30,B
Wireless Zone32124,40.679321,-73.614411,1271 GRAND AVE,Baldwin,NY,11510,5168675147,30,B
Best Buy0259,37.993203,-84.521041,3220 Nicholasville Rd,Lexington,KY,40503,8592720024,31,A
Best Buy0333,38.252062,-85.620494,5024 Shelbyville Rd,Louisville,KY,40207,5022599577,31,B
Best Buy0335,38.138387,-85.682988,4251 Outer Loop,Louisville,KY,40219,5029623933,31,B
Best Buy0791,37.728087,-85.884183,2050 N Dixie Hwy,Elizabethtown,KY,42701,2707359157,31,B
Best Buy1010,38.32821,-85.760675,1025 Veterans Pkwy,Clarksville,IN,47129,8122800474,31,B
Home Depot2002,38.319585,-85.771791,1000 E Hwy 131,Clarksville,IN,47129,8122820470,31,B
Home Depot2016,38.306566,-85.841337,2239 STATE STREET,NEW ALBANY,IN,47150,8129419641,31,B
Home Depot2021,38.955786,-85.861436,1714 TIPTON STREET,SEYMOUR,IN,47274,8125248012,31,B
Home Depot2025,38.430608,-86.937888,4250 NEWTON STREET,JASPER,IN,47546,8124826357,31,B
Home Depot2301,38.21343,-85.59377,2600 S Hurstbourne Pkwy,Louisville,KY,40220,5024913682,31,B
Home Depot2302,38.150437,-85.837119,6840 Dixie Hwy,Louisville,KY,40258,5029333332,31,B
Home Depot2303,38.015539,-84.458728,2397 Richmond Rd,Lexington,KY,40502,6062694774,31,B
Home Depot2305,38.292912,-85.561165,10301 Westport Rd,Louisville,KY,40241,5023397909,31,B
Home Depot2307,38.133975,-85.684357,8232 Preston Hwy,Louisville,KY,40219,5029641845,31,B
Home Depot2313,38.233755,-85.639993,964 Breckenridge Ln,Louisville,KY,40207,5028993706,31,B
Home Depot2315,38.026268,-84.53572,2021 HARRODSBURG RD,LEXINGTON,KY,40504,8593730594,31,B
Home Depot2316,37.726255,-85.890052,1510 RING ROAD,ELIZABETHTOWN,KY,42701,2707636827,31,B
Verizon Wireless01374,38.164972,-85.702502,5771 Preston Hwy,Louisville,KY,40219,5029680222,31,B
Verizon Wireless01380,38.247253,-85.577866,9409 Shelbyville Rd,Louisville,KY,40222,5024262355,31,B
Best Buy0178,30.47039,-97.802,11066 PECAN PARK Blvd,Cedar Park,TX,78613,5123362050,32,A
Best Buy0182,31.0849665,-97.7067343,3209 E Central Texas Expy,Killeen,TX,76543,2546804040,32,A
Best Buy0203,30.38823,-97.743511,9607 Research Blvd Ste 500,Austin,TX,78759,5127950014,32,A
Best Buy0204,30.23639,-97.82098,4970 W Hwy 290,Austin,TX,78735,5128927550,32,A
Best Buy0244,31.499654,-97.150163,4627 S Jack Kultgen Pkwy,Waco,TX,76711,2546622154,32,A
Best Buy0332,30.625009,-96.331395,805 Texas Ave,College Station,TX,77840,9796932745,32,A
Verizon Wireless00406,30.48138,-97.65892,603 Louis Henna Blvd,Round Rock,TX,78664,5128284922,32,A
Best Buy0691,30.632913,-97.695799,1015 W University Ave #300,Georgetown,TX,78627,5128190478,32,B
Best Buy0859,30.47651,-97.67105,3201 S I H 35 Ste 600,Round Rock,TX,78664,5122463120,32,B
Best Buy1083,30.305726,-97.945166,12909 Shops Pkwy,Bee Cave,TX,78738,5124029064,32,B
Home Depot0504,30.499371,-97.643961,2551 S INTERSTATE Hwy 35,Round Rock,TX,78664,5122380820,32,B
Home Depot0509,30.477688,-97.79872,11301 Lakeline Blvd,Austin,TX,78717,5123314436,32,B
Home Depot0514,30.633727,-98.230547,1307 MORMON MILLS RD,MARBLE FALLS,TX,78654,8306931482,32,B
Best Buy0861,44.108452,-103.221533,2320 N HAINES AVE,Rapid City,SD,57701,6053418220,33,B
Best Buy1012,46.832479,-100.812997,1207 W Century Ave,Bismarck,ND,58503,7012500577,33,B
Best Buy1063,48.207751,-101.314646,1018 24th Ave SW,Minot,ND,58701,7018574007,33,B
Best Buy0013,46.85945,-96.84599,"3902 13th Ave S, Suite 600",Fargo,ND,58103,7012771250,33,A
Best Buy0337,47.88936,-97.079616,3751 32ND AVE S,Grand Forks,ND,58201,7017752784,33,B
Verizon Wireless01385,46.861554,-96.846549,3902 13th Ave S,Fargo,ND,58103,7012820350,33,B
Best Buy0101,33.590983,-117.672732,25422 El Paseo,Mission Viejo,CA,92691,9493670729,34,A
Best Buy0102,34.071261,-117.930864,1800 Plaza Dr,W Covina,CA,91790,6264805399,34,A
Best Buy0103,33.997453,-117.922631,17545 Gale Ave,City of Industry,CA,91748,6268101788,34,A
Best Buy0111,33.74861,-118.014576,500 Westminster Mall Rd,Westminster,CA,92683,7148969693,34,A
Best Buy0114,33.916473,-117.931743,120 Imperial Hwy,Fullerton,CA,92835,7148713281,34,A
Best Buy0119,33.688465,-117.892933,901 S Coast Dr Ste F,Costa Mesa,CA,92626,7144340132,34,A
Best Buy0126,33.87333,-117.736349,23000 Savi Ranch Pkwy,Yorba Linda,CA,92887,7146853235,34,A
Verizon Wireless00001,33.668407,-117.768806,15505 Sand Canyon Ave Mail Stop E2G400,Irvine,CA,92618,8589222203,34,A
A Wireless0045,33.575279,-117.725616,26741 Aliso Creek Rd,Aliso Viejo,CA,92656,9498318447,34,B
A Wireless0047,33.839467,-117.941541,576 N Euclid St,Anaheim,CA,92801,7149911112,34,B
A Wireless0069,33.917888,-117.886146,955 E Birch St,Brea,CA,92821,7145299005,34,B
A Wireless0093,33.598648,-117.871997,3007 E Coast Hwy,Corona del Mar,CA,92625,9496755001,34,B
A Wireless0096,33.466481,-117.69524,24843 Del Prado,Dana Point,CA,92629,9494939900,34,B
Best Buy0774,33.721212,-117.795075,2982 El Camino Real,Tustin,CA,92782,7146698355,34,B
Best Buy0846,33.996635,-117.719794,3873 Grand Ave,Chino,CA,91710,9096136339,34,B
Best Buy0854,33.630598,-117.724929,16171 Lake Forest Dr,Irvine,CA,92618,9497880840,34,B
Best Buy0947,33.7904,-117.892262,3741 W Chapman Ave,Orange,CA,92868,7149380380,34,B
Home Depot0603,33.725453,-117.795,2782 El Camino Real,Tustin,CA,92782,7148389200,34,B
Home Depot0606,33.700617,-117.916503,3500 W Macarthur Blvd,Santa Ana,CA,92704,7149668551,34,B
Home Depot0607,33.995814,-117.907985,18131 Gale Ave,Rowland Hts,CA,91748,6269655317,34,B
Home Depot0614,33.556954,-117.660304,27952 Hillcrest,Mission Viejo,CA,92692,9493641900,34,B
Home Depot0615,33.811067,-117.856403,435 W Katella Ave,Orange,CA,92867,7145389600,34,B
Home Depot0647,33.760386,-118.013013,6633 Westminster Blvd,Westminster,CA,92683,7143735333,34,B
Home Depot0684,33.918382,-118.010994,12300 La Mirada Blvd,La Mirada,CA,90638,5629473742,34,B
Home Depot1072,33.912848,-117.869227,2455 E IMPERIAL HWY,BREA,CA,92821,7149908493,34,B
Home Depot1077,33.564687,-117.70917,27401 LA PAZ RD,LAGUNA NIGUEL,CA,92677,9498313698,34,B
Home Depot1840,33.617782,-117.70576,23651 El Toro Rd,Lake Forest,CA,92630,9492060113,34,B
Home Depot1845,34.086808,-117.909549,963 W Badillo St,Covina,CA,91722,6269670204,34,B
Verizon Wireless00678,33.910233,-117.866745,2500 E Imperial Hwy,Brea,CA,92821,7142566015,34,B
Verizon Wireless00778,33.855147,-117.924135,1620 S Harbor Blvd,Fullerton,CA,92832,7142781828,34,B
Verizon Wireless00795,33.671298,-117.845453,2981 Michelson Dr Ste A,Irvine,CA,92612,9497563515,34,B
Verizon Wireless00801,33.917428,-117.962513,1401 W Imperial Hwy Ste C,La Habra,CA,90631,5626948630,34,B
Verizon Wireless00813,33.689968,-117.892914,901 S Coast Dr,Costa Mesa,CA,92626,7144270733,34,B
Verizon Wireless00859,33.777164,-117.866753,691 S Main St Ste 80,Orange,CA,92868,7145640050,34,B
Verizon Wireless00887,33.737835,-117.919174,3770 W Mcfadden Ave Ste H,Santa Ana,CA,92704,7147750600,34,B
TCC19329,34.0797043,-117.9524002,3705 PUENTE,Baldwin Park,CA,91706,6269628091,34,B
TCC20248,34.139236,-117.946533,2705 E Huntington Dr,Duarte,CA,91010,6263033617,34,B
Verizon Wireless00293,32.828487,-79.832956,1117 Market Center Blvd Unit A,Mount Pleasant,SC,29464,8439715060,35,A
Verizon Wireless00295,33.525269,-80.888022,2718 N Rd,Orangeburg,SC,29118,8035344150,35,A
Best Buy0508,32.003027,-81.125268,7929 Abercorn St #5,Savannah,GA,31406,9129209240,35,B
Best Buy0517,32.940322,-80.039994,7612 RIVERS AVE,CHARLESTON,SC,29406,8435539299,35,B
Best Buy0664,32.2588494,-80.8513022,1007 Fording Island Rd,Bluffton,SC,29910,8438155590,35,B
Best Buy0855,33.706237,-78.917656,1145 Oak Forest Ln,Myrtle Beach,SC,29577,8436269357,35,B
Home Depot0122,31.98052,-81.134564,11180 ABERCORN ST,SAVANNAH,GA,31419,9129210158,35,B
Home Depot0170,32.038876,-81.066903,1901 E VICTORY DR,SAVANNAH,GA,31404,9123523562,35,B
Home Depot0179,32.141155,-81.241853,190 Pooler Pkwy,Pooler,GA,31322,9127481642,35,B
Home Depot1103,33.774779,-78.795804,7554 NORTHWOOD BLVD,CHARLESTON,SC,29406,8435693773,35,B
Home Depot1115,32.253219,-80.846182,1100 FORDING ISLAND RD,BLUFFTON,SC,29910,8438157000,35,B
Home Depot1116,33.705807,-78.913083,951 Oak Forest Ln,Myrtle Beach,SC,29577,8439162229,35,B
Home Depot1118,32.817762,-80.039006,2008 Magwood Dr,Charleston,SC,29414,8435562447,35,B
Home Depot1120,33.031047,-80.159892,190 Marymeade Ln,Summerville,SC,29483,8438510468,35,B
Home Depot1121,33.830481,-78.67798,620 Hwy 17 N,N Myrtle Beach,SC,29582,8432809908,35,B
Home Depot1122,33.577302,-79.03089,12262 Hwy 17 Bypass,Murrells Inlet,SC,29576,8433573777,35,B
Best Buy0158,36.064503,-80.308385,1980 Griffith Rd,Winston Salem,NC,27103,3367681277,36,A
Best Buy0175,35.259148,-81.124866,3054 E Franklin Blvd,Gastonia,NC,28056,7048699270,36,A
Best Buy0261,35.127355,-80.704899,2109 Matthew Township Pkwy,Matthews,NC,28105,,36,A
Best Buy0262,35.089072,-80.878627,10600 Centrum Pkwy,Pineville,NC,28134,7045434575,36,A
Best Buy0264,34.076032,-81.153002,370 Harbison Blvd,Columbia,SC,29212,8037492188,36,A
Best Buy0268,35.3717275,-80.7192271,8210 Concord Mills Blvd,Concord,NC,28027,7049797839,36,A
Verizon Wireless00269,34.075452,-81.156796,173 Columbiana Cir,Columbia,SC,29212,8037494500,36,A
Verizon Wireless00285,35.44222,-80.863621,9705 Sam Furr Rd Ste B,Huntersville,NC,28078,7049872355,36,A
Verizon Wireless00311,35.272518,-81.502319,1720 E Dixon Blvd,Shelby,NC,28152,7044828255,36,A
Verizon Wireless00318,34.062519,-80.960381,7007A Two Notch Rd,Columbia,SC,29223,8038656300,36,A
Best Buy0425,35.701456,-81.305483,1884 Catawba Valley Blvd SE,Hickory,NC,28602,8282610031,36,B
Best Buy0826,34.188956,-79.829858,2701 David H McLeod Blvd,Florence,SC,29501,8436615199,36,B
Best Buy0894,34.938774,-80.976481,1775 Chamberside Dr,Rock Hill,SC,29730,8033668000,36,B
Best Buy1107,35.10336,-80.98349,14125 River Gate Pkwy,Charlotte,NC,28273,7045871760,36,B
Best Buy1108,35.21255,-80.8353,1055 Metropolitan Ave,Charlotte,NC,28204,7043331032,36,B
Home Depot1106,33.99798,-81.227014,5600 Sun Set Blvd,Lexington,SC,29072,8033591194,36,B
Home Depot1109,34.129258,-80.878529,285 FORUM DRIVE,COLUMBIA,SC,29229,8034199336,36,B
Home Depot1110,34.078585,-80.944304,7701 Two Notch Rd,Columbia,SC,29223,8037361666,36,B
Home Depot1112,34.069893,-81.143923,5200 FERNANDINA RD,COLUMBIA,SC,29212,8037810877,36,B
Home Depot1114,34.977682,-80.983606,2815 Home Depot Blvd,Rock Hill,SC,29730,8039092420,36,B
Best Buy0347,30.176724,-92.075738,5635 Johnston St,Lafayette,LA,70503,3372160501,37,B
Best Buy0373,29.90542,-90.0679,1601 Westbank Expwy # A,Harvey,LA,70058,5043640411,37,B
Best Buy0380,30.26848,-89.757571,200 Town Center Parkway,Slidell,LA,70458,9856392239,37,B
Best Buy0495,30.392534,-91.083934,5913 BLUEBONNET Blvd,Baton Rouge,LA,70836,2625510074,37,B
Best Buy0572,30.005132,-90.20979,6205 Veterans Memorial Blvd,Metairie,LA,70003,5047800172,37,B
Best Buy0612,30.44239,-90.138527,69344 Hwy 21,Covington,LA,70433,9858922427,37,B
Best Buy0661,31.322428,-89.357993,4600 Hardy St # 23,Hattiesburg,MS,39401,6012961922,37,B
Best Buy0938,32.322048,-90.102718,194 Promenade Blvd,Flowood,MS,39232,6019190176,37,B
Best Buy0943,29.6116,-90.75082,1640 MARTIN LUTHER KING JR BLVD STE B,HOUMA,LA,70360,9858532455,37,B
Home Depot0349,30.005955,-90.232155,2625 VETERANS BLVD,KENNER,LA,70062,5044649200,37,B
Home Depot0352,30.047997,-89.957558,12300 I-10 SERVICE RD,NEW ORLEANS,LA,70128,5042464572,37,B
Home Depot0357,30.417465,-91.067056,10300 Coursey Blvd,Baton Rouge,LA,70816,2252939629,37,B
Home Depot0358,30.441256,-90.079179,40 PARK PLACE DRIVE,COVINGTON,LA,70433,9858719231,37,B
Home Depot0359,29.914649,-90.05396,62 W BANK EXPRESSWAY,GRETNA,LA,70053,5043623460,37,B
Home Depot0360,30.172945,-92.068301,3721 Ambassador Caffery Pkwy,Lafayette,LA,70503,3379890911,37,B
Home Depot0362,29.966623,-90.188321,5151 CITRUS BLVD,HARAHAN,LA,70123,5047294400,37,B
Home Depot0365,30.261854,-89.780464,143 N SHORE BLVD,SLIDELL,LA,70460,9856416485,37,B
Home Depot0367,30.46321,-91.103114,8181 Airline Hwy,Baton Rouge,LA,70815,2252011778,37,B
Home Depot0368,29.875063,-90.094875,4600 LAPALCO BLVD,MARRERO,LA,70072,5043413682,37,B
Home Depot0370,30.350758,-91.024834,18139 Highland Rd,Baton Rouge,LA,70810,2257551729,37,B
Home Depot0371,29.6121,-90.755133,1717 MARTIN L KING BLVD,HOUMA,LA,70360,9852231485,37,B
Home Depot0373,29.952104,-89.975371,8601 W JUDGE PEREZ DR,CHALMETTE,LA,70043,5042714172,37,B
Home Depot0375,30.4864,-90.9561,2255 HOME DEPOT DR,DENHAM SPRINGS,LA,70727,2256643656,37,B
Home Depot0376,30.244682,-92.011801,1700 NE EVANGELINE,N LAFAYETTE,LA,70501,3372891394,37,B
Home Depot0378,30.067351,-90.481545,300 WEST AIRLINE HWY,LA PLACE,LA,70068,9856513534,37,B
Home Depot0380,30.649953,-91.136759,6600 MAIN STREET,ZACHARY,LA,70791,2256582592,37,B
Home Depot0383,30.208946,-90.942565,2740 South Cajun Ave,Gonzales,LA,70737,2256445670,37,B
Home Depot0385,29.948921,-90.086265,1100 S ClaiborneAve,New Orleans,LA,70125,5045921251,37,B
Home Depot0386,30.255473,-89.761101,874 I-10 Service Rd,Slidell,LA,70461,9856436604,37,B
Home Depot0387,29.977457,-90.09729,500 N Carrollton Ave,New Orleans,LA,70119,5044821985,37,B
Home Depot0389,30.140754,-91.943238,213 Saint Nazaire Rd,Broussard,LA,70518,3378395526,37,B
Best Buy0222,34.79122,-92.22128,4229 E McCain Blvd,N Little Rock,AR,72117,5019552109,38,A
Best Buy0275,34.74967,-92.40596,11800 Chenal Pkwy,Little Rock,AR,72211,5012274177,38,A
A Wireless0026,35.070242,-92.46348,2501 Dave Ward Drive,Conway,AR,72034,5014999655,38,B
Home Depot1401,34.755603,-92.413003,12610 Chenal Pkwy,Little Rock,AR,72211,5012199600,38,B
Home Depot1402,34.789361,-92.220576,4325 E Mccain Blvd,N Little Rock,AR,72117,5019453500,38,B
Home Depot1405,34.57951,-92.581102,17060 INTERSTATE 30,BENTON,AR,72015,5018606288,38,B
Home Depot1407,35.088696,-92.442101,500 ELSINGER CENTER,CONWAY,AR,72032,5013296763,38,B
Home Depot1410,36.335345,-92.385159,100 PENDELLA DRIVE,MOUNTAIN HOME,AR,72653,8704922270,38,B
Home Depot1411,35.764792,-91.617854,3000 E HARRISON STREET,BATESVILLE,AR,72501,8703070300,38,B
Home Depot1412,34.974532,-92.016534,555 GOING ROAD,CABOT,AR,72023,5019414350,38,B
Best Buy0496,41.175134,-112.005289,1093 West Riverdale Rd,Riverdale,UT,84405,8013950045 ,39,B
Best Buy0497,40.544357,-111.89025,35 E 11400 S,Sandy,UT,84070,8015710168,39,B
Best Buy0521,40.658543,-111.888182,5181 S State St,Murray,UT,84107,8012610183,39,B
Best Buy0527,40.72432,-111.897941,261 W 2100 S,Salt Lake City,UT,84115,8014631436,39,B
Best Buy0773,40.273528,-111.68789,309 E University Pkwy,Orem,UT,84058,8012254922,39,B
Best Buy0945,41.758784,-111.834322,1475 N Main St Ste 120,Logan,UT,84341,4357923549,39,B
Verizon Wireless00684,40.768717,-111.904019,49 S Rio Grande St,Salt Lake City,UT,84101,8014560400,39,B
Verizon Wireless00689,40.620636,-111.978546,7203 Plaza Center Drive,West Jordan,UT,84084,,39,B
Verizon Wireless00721,40.721395,-111.853709,2274 S 1300 E,Salt Lake City,UT,84106,8014610288,39,B
A Wireless0005,32.579341,-85.496025,1499 S College St,Auburn,AL,36830,3348210700,40,B
A Wireless0022,32.635643,-85.424149,3000 Pepperell Pkwy,Opelika,AL,36801,3347417205,40,B
Best Buy0662,32.619435,-85.406403,2147 Tiger Town Pkwy,Opelika,AL,36801,3347371770,40,B
Best Buy0843,32.54918,-84.93766,6499 Whittlesey Blvd,Columbus,GA,31909,7063223541,40,B
Best Buy1037,33.390009,-84.763954,312 Newnan Crossing Byp E,Newnan,GA,30265,6784237991,40,B
Best Buy1049,33.396836,-84.593978,2703 Hwy 54,Peachtree City,GA,30269,6783641025,40,B
Home Depot0127,33.479377,-84.442963,103 Pavilion Pkwy,Fayetteville,GA,30214,7704619819,40,B
Home Depot0132,33.552627,-85.071667,1332 S Park St,Carrollton,GA,30117,7708321796,40,B
Home Depot0136,32.523779,-84.94768,2891 Sowega Dr,Columbus,GA,31909,7063229240,40,B
Home Depot0138,33.249022,-84.289377,1435 Georgia Hwy 16 W,Griffin,GA,30223,7702339411,40,B
Home Depot0148,33.399343,-84.74242,1100 Bullsboro Dr,Newnan,GA,30265,7702521585,40,B
Home Depot0160,33.041883,-84.983998,1500 LaFayette Pkwy,La Grange,GA,30240,7068829869,40,B
Home Depot0164,33.397627,-84.599071,2715 HWY 54 W,PEACHTREE CITY,GA,30269,6783640163,40,B
Home Depot0816,32.645412,-85.37828,2190 TIGERTOWN PARKWAY,OPELIKA,AL,36801,3347370136,40,B
Home Depot0817,32.502677,-85.049007,3784 HWY 280-431 NORTH,PHENIX CITY,AL,36867,3342972045,40,B
Verizon Wireless01082,33.482029,-84.434494,105 Promenade Pkwy,Fayetteville,GA,30214,6788171409,40,B
Verizon Wireless01282,33.398588,-84.5912,310 Commerce Dr,Peachtree City,GA,30269,7704873805,40,B
Verizon Wireless01814,32.506066,-84.944652,3131 Manchester Expy,Columbus,GA,31909,7063211000,40,B
Best Buy0668,33.464382,-84.217571,1861 Jonesboro Rd,McDonough,GA,30253,7709141124,40,B
Home Depot0157,33.46548,-84.213431,1750 Jonesboro Rd,McDonough,GA,30253,6784325827,40,B
Home Depot0114,33.561387,-84.32242,2034 Mt Zion Rd,Morrow,GA,30260,7704789990,40,B
Best Buy0505,33.564796,-84.32606,1980 Mount Zion Rd,Morrow,GA,30260,7704728958,40,B
Home Depot0178,33.565674,-84.407856,680 LAMAR HUTCHESON PKWY,RIVERDALE,GA,30274,7709076027,40,B
Home Depot0165,33.596782,-83.860183,13171 Hwy 142 NW,Covington,GA,30014,7707840197,40,B
Home Depot0123,33.648709,-84.365661,3885 Jonesboro Rd SE,Atlanta,GA,30354,4043615634,40,B
Best Buy0389,33.648815,-83.99318,1540 Dogwood Dr SE,Conyers,GA,30038,6785268199,40,B
Home Depot0128,33.652816,-84.001915,1330 Dogwood Dr SE,Conyers,GA,30013,7709189670,40,B
Home Depot0118,33.714393,-84.212821,4325 New Snapfinger Woods Dr,Decatur,GA,30035,7709814553,40,B
Best Buy0365,32.81725,-83.713694,4676 Presidential Pkwy,Macon,GA,31206,4784710900,41,B
Home Depot0163,32.618283,-83.666176,2620 Watson Blvd,Warner Robins,GA,31093,9129234594,41,B
Home Depot1772,32.820047,-83.713762,4635 PRESIDENTIAL PKWY,MACON,GA,31206,4784770266,41,B
Best Buy0435,30.43745,-84.259209,1400 Apalachee Pkwy,Tallahassee,FL,32301,8509422300,41,B
Best Buy0789,30.8404,-83.3186,1705 Norman Dr,Valdosta,GA,31601,2292479079,41,B
Best Buy0793,31.270176,-85.447672,4863 Montgomery Hwy,Dothan,AL,36303,3346711070,41,B
Best Buy0857,30.189536,-85.641536,1000 E 23rd St,Panama City,FL,32405,8507675979,41,B
Home Depot0140,30.8446,-83.316,1825 Norman Dr,Valdosta,GA,31601,9122939008,41,B
Home Depot0155,31.616401,-84.206895,1219 N Westover Blvd,Albany,GA,31707,9124462010,41,B
Home Depot0254,30.494201,-84.246704,3200 Capital Cir NE,Tallahassee,FL,32308,8504222777,41,B
Home Depot0808,31.2486,-85.4284,3489 ROSS CLARK CIRCLE,DOTHAN,AL,36303,3346772790,41,B
Home Depot1770,31.189042,-83.761722,450 VETERANS PKWY NORTH,MOULTRIE,GA,31768,2299856618,41,B
Home Depot1773,31.963507,-83.782394,2011 CENTRAL AVE,CORDELE,GA,31015,2292734380,41,B
Verizon Wireless01793,31.96253,-83.763447,1217 E 16th Ave Ste I,Cordele,GA,31015,2292760503,41,B
Verizon Wireless01807,31.617725,-84.213097,1100 N Westover Blvd,Albany,GA,31707,2294312355,41,B
Verizon Wireless01820,31.234269,-85.431663,3210 Ross Clark Cir,Dothan,AL,36303,3346772355,41,B
Best Buy0249,33.609864,-112.118143,2727 W Thunderbird Rd,Phoenix,AZ,85053,6028433420,42,A
Best Buy0250,33.6004411,-111.977816,12645 N 48th St,Phoenix,AZ,85032,6024942500,42,A
Best Buy0251,33.639874,-112.232889,8290 W Bell Rd,Glendale,AZ,85308,6234862600,42,A
Best Buy0253,33.50745,-112.04013,1949 E Camelback Rd,Phoenix,AZ,85016,6022663400,42,A
A Wireless0031,33.552532,-112.185501,5849 W Northern Ave,Glendale,AZ,85301,6239343200,42,B
A Wireless0032,33.639675,-112.225905,7700 West Arrowhead Towne Center K211,Glendale,AZ,85308,6234860366,42,B
Best Buy0485,33.461424,-112.36117,1408 N LITCHFIELD RD,Goodyear,AZ,85338,6235361183,42,B
Best Buy0787,33.638535,-112.3534674,13711 W Bell Rd,Surprise,AZ,85374,6235463108,42,B
Best Buy1109,33.4646612,-112.2759928,10035 W Mcdowell Rd,Avondale,AZ,85323,6234747150,42,B
Go Wireless0016,33.639069,-112.355542,13732 W. Bell Rd. #B-14,Surprise,AZ,85374,,42,B
Home Depot0401,33.639288,-112.034103,2217 EAST BELL ROAD,PHOENIX,AZ,85022,6024822430,42,B
Home Depot0405,33.581853,-112.18778,5902 W PEORIA AVE,GLENDALE,AZ,85302,6234877357,42,B
Home Depot0413,33.507045,-112.274455,9969 W CAMELBACK ROAD,PHOENIX,AZ,85037,6237721034,42,B
Home Depot0424,33.715982,-112.270799,25650 N Lke Pleasant Pky,Peoria,AZ,85383,6233766735,42,B
Home Depot0441,33.456465,-112.340376,1489 N Dysart Rd,Avondale,AZ,85323,6239252896,42,B
Home Depot0453,33.579278,-112.256681,9201 W Peoria Ave,Peoria,AZ,85345,6234121750,42,B
Home Depot0455,33.464687,-112.218821,7333 W Mcdowell Rd,Phoenix,AZ,85035,6238491200,42,B
Home Depot0459,33.639305,-112.205685,6880 W Bell Rd,Glendale,AZ,85308,6234861550,42,B
Home Depot0464,33.638723,-111.977655,16803 N Tatum Blvd,Phoenix,AZ,85032,6024939600,42,B
Home Depot0468,33.612247,-112.11259,2650 W Thunderbird Rd,Phoenix,AZ,85023,6025489600,42,B
Home Depot0475,33.66661,-112.190413,6160 W Behrend Dr,Glendale,AZ,85308,6233760278,42,B
Home Depot0477,33.479185,-112.003029,3609 E Thomas Rd,Phoenix,AZ,85018,6022250980,42,B
Home Depot0480,33.599812,-112.037254,12434 N Cave Creek Rd,Phoenix,AZ,85022,6024040574,42,B
Home Depot0483,33.639684,-112.356236,13760 W Bell Rd,Surprise,AZ,85374,6235441129,42,B
Home Depot0485,33.506789,-112.152884,4848 N 43RD AVENUE,PHOENIX,AZ,85031,6238490125,42,B
Home Depot0488,33.797572,-111.974914,4925 E CAREFREE HWY,PHOENIX,AZ,85331,4804880281,42,B
Verizon Wireless00836,33.677053,-111.977266,21001 N Tatum Blvd,Phoenix,AZ,85050,4805139100,42,B
Verizon Wireless00840,33.579239,-112.123884,10217 N Metro Pkwy W,Phoenix,AZ,85051,6023710515,42,B
Verizon Wireless01827,33.460955,-112.337607,13050 W Rancho Santa Fe Blvd,Avondale,AZ,85392,6235365336,42,B
Best Buy0420,36.836742,-76.137389,217 Independence Blvd,Virginia Beach,VA,23462,7574939232,43,B
Best Buy0421,36.773455,-76.229407,1340 Greenbrier Pkwy,Chesapeake,VA,23320,7575494635,43,B
Best Buy0479,37.10816,-76.49858,12151 Jefferson Ave,Newport News,VA,23602,7579308945,43,B
Best Buy0766,36.822365,-76.411756,4107 Portsmouth Blvd,Chesapeake,VA,23321,7574652306,43,B
Verizon Wireless01488,37.110027,-76.498375,12227 Jefferson Ave,Newport News,VA,23602,7579301684,43,B
Verizon Wireless01498,36.859688,-76.209343,1094 N Military Hwy,Norfolk,VA,23502,7574668384,43,B
Verizon Wireless01500,36.770192,-76.228197,1224 Greenbrier Pkwy,Chesapeake,VA,23320,7575499500,43,B
Verizon Wireless01502,36.749518,-76.58332,1459 N Main St,Suffolk,VA,23434,7575390095,43,B
Verizon Wireless01503,36.84071,-76.114426,4001 Virginia Beach Blvd STE 105,Virginia Beach,VA,23452,7574981000,43,B
Cell of Knoxville10802,36.916456,-76.220416,7931 HALPRIN DR,Norfolk,VA,23518,7575877470,43,B
Cell of Knoxville10803,36.869644,-76.297256,1713 COLLEY AVE,Norfolk,VA,23517,7576252635,43,B
Cell of Knoxville10806,36.947188,-76.258819,124 MAPLE AVE,Norfolk,VA,23503,7575885529,43,B
Cell of Knoxville10810,36.894775,-76.222448,1615 NORVIEW AVE,Norfolk,VA,23518,7578535814,43,B
Cell of Knoxville10811,36.967085,-76.284147,1161 W OCEAN VIEW AVE,Norfolk,VA,23503,7575886371,43,B
Cell of Knoxville10821,36.892428,-76.238874,232527 SEWELLS POINT,Norfolk,VA,23513,7578538507,43,B
Cell of Knoxville10853,36.975388,-76.610674,1005 WEST CHURCH ST,Smithfield,VA,23430,7573577448,43,B
Cell of Knoxville10860,37.042778,-76.473226,10911 WARWICK BLVD,Newport News,VA,23601,7575959590,43,B
Cell of Knoxville10867,36.813259,-76.32893,3500 DEEP CREEK,Portsmouth,VA,23702,7573931283,43,B
Cell of Knoxville10878,36.818275,-76.373559,5001 PORTSMOUTH BLVD,Portsmouth,VA,23701,7574887419,43,B
TCC19119,36.857506,-76.218897,5520 RABY RD,Norfolk,VA,23502,7574617266,43,B
TCC19184,36.664468,-76.595056,853 CAROLINA HWY,Suffolk,VA,23434,7575390652,43,B
TCC19345,36.886854,-76.302348,4720 HAMPTON BLVD,Norfolk,VA,23508,7574234701,43,B
TCC19380,36.685747,-76.908416,1197 CARRSVILLE HWY,Franklin,VA,23851,7575627110,43,B
TCC19701,36.706155,-77.051834,23138 MAIN ST,Courtland,VA,23837,7576539177,43,B
